train_acc,train_loss,val_acc,val_loss
0.71383,0.93622494,0.8337341772151898,0.4868671
0.8433399999999999,0.4529976,0.861392405063291,0.397958
0.86345,0.38798934,0.8668987341772152,0.36936593
0.8726499999999999,0.3569186,0.8720886075949369,0.36283353
0.88064,0.33033714,0.8779746835443036,0.33234057
0.8836,0.31393132,0.8774050632911392,0.3350636
0.8908200000000001,0.29565865,0.8844303797468355,0.32847464
0.89408,0.2838831,0.8769620253164557,0.3357632
0.89784,0.26898012,0.885379746835443,0.3269042
0.9016299999999999,0.25790137,0.883987341772152,0.3209592
0.9038999999999999,0.24828848,0.8862658227848101,0.31959242
0.90746,0.23850167,0.8827215189873417,0.34867823
0.91124,0.22833017,0.8780379746835444,0.3603452
0.91298,0.2206846,0.8835443037974683,0.33528745
0.91598,0.21133447,0.8854430379746836,0.33953717
0.9194,0.2018829,0.884493670886076,0.34770742
0.92079,0.19794963,0.8815189873417724,0.35308757
0.9238,0.18688214,0.8787341772151901,0.36244577
0.9253799999999999,0.18253309,0.8820886075949368,0.35551673
0.92771,0.17589885,0.8837341772151899,0.37610963
0.93107,0.16873834,0.8795569620253163,0.40047577
0.93204,0.16530544,0.8816455696202532,0.3911262
0.9346599999999999,0.15759134,0.8801265822784811,0.39431274
0.93678,0.15204914,0.8815822784810128,0.41200897
0.93807,0.14758365,0.8783544303797468,0.4274197
0.94034,0.14218089,0.8801265822784811,0.4185995
0.94222,0.13704416,0.8774683544303798,0.4476511
0.9439399999999999,0.13387847,0.8768354430379747,0.4648278
0.94601,0.12921439,0.8768354430379748,0.48937085
0.9468599999999999,0.12637796,0.8779113924050633,0.49266845
0.9485899999999999,0.12314675,0.8712025316455697,0.52625054
0.9508,0.11738818,0.8713291139240508,0.5304058
0.9515999999999999,0.1170224,0.8739873417721518,0.5519599
0.9522999999999999,0.111937486,0.8708227848101266,0.5613606
0.95474,0.10809146,0.8714556962025316,0.54572576
0.9545399999999999,0.1091942,0.8710759493670885,0.5767542
0.95666,0.10396141,0.8736708860759494,0.5870011
0.9579099999999999,0.10108679,0.8742405063291139,0.5775391
0.95947,0.09887622,0.8725316455696204,0.61863863
0.95956,0.09681389,0.8730379746835443,0.60819614
0.96004,0.097899474,0.8754430379746835,0.62022525
0.9613900000000001,0.09368327,0.8705696202531646,0.6636486
0.9616100000000001,0.092199534,0.8753797468354428,0.6528642
0.96233,0.092233226,0.8665189873417724,0.6642909
0.96465,0.08564894,0.8711392405063292,0.67187256
0.9639099999999999,0.08711499,0.8736075949367089,0.6655903
0.96596,0.0822926,0.8713291139240508,0.67258465
0.96612,0.08289679,0.86753164556962,0.70368725
0.9650500000000001,0.08506874,0.865126582278481,0.73510915
0.96672,0.079130165,0.8682911392405063,0.7608529
0.9685600000000001,0.076252006,0.8718354430379747,0.7352854
0.96735,0.08048918,0.872278481012658,0.7181062
0.9689000000000001,0.07642468,0.8727215189873418,0.7524217
0.9692800000000001,0.076403916,0.8660759493670884,0.77039886
0.9707500000000001,0.0715994,0.8689240506329116,0.75903016
0.9703999999999999,0.07352586,0.8702531645569619,0.776968
0.9721900000000001,0.069002025,0.8686708860759492,0.80003476
0.9719700000000001,0.068254106,0.8710759493670885,0.78057104
0.9703100000000002,0.074154176,0.8718987341772151,0.7795593
0.9727800000000001,0.06686885,0.8681645569620254,0.7831376
0.97146,0.069895074,0.8698101265822785,0.8343763
0.9749000000000001,0.06257571,0.8675316455696203,0.81219405
0.9728600000000002,0.068589,0.8708860759493671,0.7824742
0.97619,0.05940483,0.8705696202531646,0.8428561
0.9736400000000001,0.06589978,0.8719620253164556,0.8416474
0.9739300000000001,0.06553877,0.8724683544303795,0.87393844
0.9754900000000001,0.061244376,0.8694936708860759,0.8602451
0.9752600000000001,0.06231471,0.8681012658227848,0.88537616
0.9763200000000002,0.06168336,0.8671518987341772,0.9053874
0.9764,0.05931438,0.8660759493670884,0.9178283
0.9758300000000002,0.0616883,0.866898734177215,0.8540458
0.97816,0.05667256,0.8691772151898733,0.8872679
0.9780100000000003,0.057289857,0.8675949367088607,0.90074754
0.9771000000000002,0.05859912,0.8671518987341772,0.892622
0.9780100000000002,0.057164695,0.8703797468354431,0.8942846
0.9800000000000001,0.051230073,0.8666455696202532,0.97633475
0.9779300000000001,0.057458643,0.8681645569620254,0.8908732
0.9790400000000001,0.054268982,0.8700632911392406,0.9403646
0.9803800000000001,0.050458334,0.8669620253164556,0.944636
0.9786100000000001,0.05458425,0.8686075949367089,0.8900651
0.9808200000000001,0.050171584,0.8660126582278482,0.94632477
0.9812500000000001,0.048756227,0.8658227848101266,0.9634994
0.9795300000000001,0.052214768,0.8680379746835442,0.96372414
0.98116,0.047316916,0.8681645569620254,0.9815813
0.97974,0.05242176,0.8683544303797469,0.9694718
0.98226,0.047341067,0.8650000000000001,0.97213477
0.98245,0.047396228,0.8678481012658228,1.0059898
0.9805100000000002,0.05115362,0.8657594936708862,1.0000881
0.9830000000000001,0.04512664,0.8629113924050635,1.0176374
0.98206,0.046945956,0.865126582278481,0.9818498
0.98245,0.04492745,0.8687341772151899,1.0063418
0.98119,0.04978196,0.8678481012658228,1.011417
0.9833400000000001,0.04445223,0.8666455696202531,1.0268928
0.98219,0.047484133,0.8645569620253164,1.0274945
0.9819700000000001,0.04782995,0.8679746835443037,1.0661213
0.9832300000000002,0.044535406,0.8674683544303797,0.9743039
0.9848200000000001,0.040383272,0.8670253164556962,1.0310559
0.9829700000000001,0.04511567,0.8641772151898736,1.0421923
0.98509,0.04042164,0.8636075949367088,1.041728
0.9847400000000003,0.04105188,0.8664556962025315,1.0664555
