train_acc,train_loss,val_acc,val_loss
0.75815,0.7738514,0.850759493670886,0.43462217
0.8575699999999999,0.4060587,0.8615822784810127,0.3951328
0.87375,0.34966803,0.8687974683544304,0.37352782
0.8826400000000001,0.31874427,0.8795569620253166,0.34169462
0.8899900000000001,0.29378235,0.882278481012658,0.32490915
0.8941100000000002,0.2740467,0.8799367088607597,0.3318388
0.89961,0.25791332,0.879746835443038,0.3527005
0.9042899999999999,0.24314888,0.881518987341772,0.34079334
0.9092100000000001,0.2270853,0.8793037974683545,0.353987
0.91324,0.21489294,0.8813924050632911,0.34780446
0.9164,0.20416006,0.8813924050632913,0.3597361
0.9181900000000001,0.19790323,0.879240506329114,0.37276262
0.923,0.18545727,0.8834177215189875,0.37143356
0.92653,0.17704582,0.8813924050632911,0.41310424
0.92928,0.16869445,0.8798101265822784,0.39117765
0.93144,0.16232783,0.8793670886075949,0.39631107
0.93426,0.15553285,0.8778481012658229,0.42276788
0.9373599999999999,0.14806454,0.8749367088607596,0.43274096
0.93813,0.14496692,0.8765189873417722,0.47621715
0.9419799999999999,0.13800491,0.8743037974683545,0.44196543
0.9439799999999999,0.13286693,0.8761392405063292,0.49630526
0.94505,0.13012478,0.8746835443037974,0.49795347
0.94695,0.124397166,0.8732278481012659,0.5200781
0.94988,0.11985381,0.879620253164557,0.51127076
0.9521,0.11439819,0.8733544303797469,0.5546447
0.95212,0.11530499,0.8687974683544304,0.5160091
0.9536999999999999,0.1087106,0.87373417721519,0.5549247
0.9549,0.108100034,0.8727215189873418,0.5419407
0.95696,0.10432637,0.8760126582278481,0.57718766
0.95817,0.101699226,0.8736075949367087,0.6211875
0.9601,0.09781293,0.8703164556962025,0.57516116
0.9610599999999999,0.09481923,0.8729746835443039,0.592359
0.9609800000000001,0.09572226,0.8681012658227848,0.5978444
0.9622200000000001,0.09219705,0.8713291139240508,0.65590096
0.9633599999999999,0.08902776,0.8693670886075948,0.6551084
0.9648900000000001,0.08682492,0.8658227848101264,0.5958956
0.9655600000000001,0.08518231,0.8663291139240507,0.6648517
0.9664200000000001,0.08280151,0.8703164556962025,0.6603463
0.9686000000000001,0.07941339,0.8719620253164556,0.6700827
0.96776,0.08095229,0.8698734177215189,0.6563327
0.96994,0.07507791,0.8691772151898735,0.7234764
0.96918,0.07744389,0.8706329113924051,0.7496603
0.9707899999999999,0.07339172,0.8718987341772151,0.6557294
0.9720300000000002,0.0714967,0.8711392405063291,0.77124757
0.97172,0.07131194,0.8729746835443039,0.71723986
0.9729000000000001,0.06969217,0.8709493670886077,0.7686706
0.97267,0.07012111,0.8701265822784809,0.71917444
0.9742000000000001,0.064759016,0.8708227848101264,0.78374594
0.9743800000000001,0.067671746,0.8712658227848101,0.7375698
0.9763000000000002,0.06132714,0.8692405063291138,0.8461416
0.9757100000000002,0.06174517,0.8684177215189874,0.82664394
0.9760700000000002,0.061701547,0.8677848101265822,0.8679089
0.9769500000000002,0.060156103,0.8724050632911391,0.7749352
0.9777200000000001,0.058766015,0.8712025316455695,0.8022954
0.9770800000000002,0.06008055,0.869240506329114,0.7763345
0.9788500000000001,0.0565039,0.8677215189873417,0.7608542
0.9779400000000001,0.058109693,0.8684810126582276,0.81391704
0.9792600000000002,0.05599669,0.8685443037974683,0.83049107
0.9806000000000001,0.052110754,0.8650632911392405,0.8616753
0.97946,0.05521377,0.8707594936708861,0.8439045
0.9808100000000002,0.0509264,0.8708227848101264,0.87150776
0.98016,0.05332459,0.8688607594936709,0.80232906
0.98127,0.05137114,0.8686075949367087,0.86602896
0.9812100000000001,0.050635375,0.8694303797468353,0.77557504
0.9820200000000002,0.04829768,0.8705696202531646,0.8798242
0.9824400000000002,0.04752456,0.87,0.92797077
0.9821500000000002,0.049393523,0.8618987341772152,0.900532
0.9827100000000001,0.04636284,0.8670886075949367,0.92510986
0.9833700000000001,0.04523446,0.8689240506329116,0.9800579
0.9826500000000001,0.046575423,0.8688607594936707,0.88878024
0.9832200000000001,0.045197334,0.8660759493670886,0.9217373
0.9847300000000001,0.041932814,0.8648734177215188,0.8709776
0.9835000000000002,0.04651815,0.8677848101265824,0.878616
0.98482,0.042534407,0.8649999999999999,0.9198476
0.9847800000000001,0.042821374,0.8673417721518987,0.9158611
0.9839300000000001,0.044338312,0.8682278481012659,0.9074464
0.9846800000000001,0.042262223,0.8686075949367089,0.9426285
0.9848000000000002,0.042081986,0.8671518987341772,0.9603208
0.9850600000000002,0.042534646,0.8694303797468353,0.89783823
0.9856300000000001,0.039683755,0.8701265822784812,1.0227636
0.9853400000000001,0.04080935,0.8672784810126583,0.958454
0.9857600000000002,0.03939888,0.8653164556962023,0.9795061
0.9860300000000002,0.039078027,0.8677215189873417,1.007246
0.9854200000000001,0.040745493,0.8660759493670886,0.8922683
0.9859300000000001,0.03988536,0.8679113924050632,0.87830824
0.9866400000000001,0.038596474,0.870379746835443,0.9718261
0.98649,0.037828576,0.8663924050632911,0.9600578
0.9871000000000001,0.037029672,0.8681645569620254,0.98295784
0.9867400000000002,0.03731098,0.8678481012658227,0.96034455
0.9854400000000001,0.04067407,0.8696202531645572,0.94939035
0.9870099999999999,0.0364047,0.8703164556962025,0.9077956
0.9867400000000002,0.03757132,0.8676582278481014,0.9913641
0.98743,0.035316527,0.8681645569620254,0.9130085
0.98704,0.03765347,0.8688607594936709,0.8957815
0.9877600000000002,0.035368696,0.868987341772152,0.9181329
0.9874200000000001,0.037431307,0.8667088607594936,0.9801642
0.9878400000000002,0.035061073,0.8688607594936709,0.9661419
0.98706,0.03758737,0.8676582278481013,0.94910574
0.9877400000000002,0.034941588,0.8687974683544304,1.0722537
0.9874700000000001,0.03612243,0.8708227848101266,1.054083
